"Identifier","CID","MolecularFormula","MolecularWeight","CanonicalSMILES","IsomericSMILES","InChI","InChIKey","IUPACName","ExactMass","MonoisotopicMass"
"CMP-N-glycoloylneuraminate",53481387,"C20H31N4O17P",630.5,"C1C(C(C(OC1(C(=O)O)O)C(C(COP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O)O)NC(=O)CO)O","C1[C@@H](C([C@@H](O[C@@]1(C(=O)O)O)[C@H]([C@H](COP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=NC3=O)N)O)O)O)O)NC(=O)CO)O","InChI=1S/C20H31N4O17P/c21-10-1-2-24(19(34)22-10)17-15(31)14(30)9(40-17)6-39-42(36,37)38-5-8(27)13(29)16-12(23-11(28)4-25)7(26)3-20(35,41-16)18(32)33/h1-2,7-9,12-17,25-27,29-31,35H,3-6H2,(H,23,28)(H,32,33)(H,36,37)(H2,21,22,34)/t7-,8-,9+,12?,13-,14+,15+,16+,17+,20-/m0/s1","AOOQVSNKZOZOHI-LBTQWYOJSA-N","(2S,4S,6R)-6-[(1S,2S)-3-[[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl]oxy-1,2-dihydroxypropyl]-2,4-dihydroxy-5-[(2-hydroxyacetyl)amino]oxane-2-carboxylic acid",630.14218253,630.14218253
"Lubiprostone",157920,"C20H32F2O5",390.5,"CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F","CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@@H]2CCCCCCC(=O)O)O)(F)F","InChI=1S/C20H32F2O5/c1-2-3-11-19(21,22)20(26)12-10-15-14(16(23)13-17(15)27-20)8-6-4-5-7-9-18(24)25/h14-15,17,26H,2-13H2,1H3,(H,24,25)/t14-,15-,17-,20-/m1/s1","WGFOBBZOWHGYQH-MXHNKVEKSA-N","7-[(2R,4aR,5R,7aR)-2-(1,1-difluoropentyl)-2-hydroxy-6-oxo-3,4,4a,5,7,7a-hexahydrocyclopenta[b]pyran-5-yl]heptanoic acid",390.22178044,390.22178044
"Ethyl 7-epi-12-hydroxyjasmonate glucoside",131751966,"C20H32O9",416.5,"CCOC(=O)CC1CCC(=O)C1CC=CCCOC2C(C(C(C(O2)CO)O)O)O","CCOC(=O)CC1CCC(=O)C1C/C=C/CCOC2C(C(C(C(O2)CO)O)O)O","InChI=1S/C20H32O9/c1-2-27-16(23)10-12-7-8-14(22)13(12)6-4-3-5-9-28-20-19(26)18(25)17(24)15(11-21)29-20/h3-4,12-13,15,17-21,24-26H,2,5-11H2,1H3/b4-3+","DALGUVBWVCFIPV-ONEGZZNKSA-N","ethyl 2-[3-oxo-2-[(E)-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypent-2-enyl]cyclopentyl]acetate",416.20463259,416.20463259
"14,15-DiHETrE",5283147,"C20H34O4",338.5,"CCCCCC(C(CC=CCC=CCC=CCCCC(=O)O)O)O","CCCCCC(C(C/C=C\C/C=C\C/C=C\CCCC(=O)O)O)O","InChI=1S/C20H34O4/c1-2-3-12-15-18(21)19(22)16-13-10-8-6-4-5-7-9-11-14-17-20(23)24/h4,6-7,9-10,13,18-19,21-22H,2-3,5,8,11-12,14-17H2,1H3,(H,23,24)/b6-4-,9-7-,13-10-","SYAWGTIVOGUZMM-ILYOTBPNSA-N","(5Z,8Z,11Z)-14,15-dihydroxyicosa-5,8,11-trienoic acid",338.24570956,338.24570956
"Sterebin G",13996077,"C20H34O5",354.5,"CC1(CCCC2(C1C(C(C(C2C=CC(=C)C(CO)O)(C)O)O)O)C)C","CC1(CCCC2(C1C(C(C(C2/C=C/C(=C)C(CO)O)(C)O)O)O)C)C","InChI=1S/C20H34O5/c1-12(13(22)11-21)7-8-14-19(4)10-6-9-18(2,3)16(19)15(23)17(24)20(14,5)25/h7-8,13-17,21-25H,1,6,9-11H2,2-5H3/b8-7+","VJXXTZUXTRIHAZ-BQYQJAHWSA-N","4-[(E)-4,5-dihydroxy-3-methylidenepent-1-enyl]-3,4a,8,8-tetramethyl-2,4,5,6,7,8a-hexahydro-1H-naphthalene-1,2,3-triol",354.24062418,354.24062418
"10,11-dihydro-20-trihydroxy-leukotriene B4",53481448,"C20H34O7",386.5,"C(CCC(O)(O)O)CC=CCC(CCC=CC=CC(CCCC(=O)O)O)O","C(CCC(O)(O)O)C/C=C\C[C@@H](CC/C=C/C=C\[C@@H](CCCC(=O)O)O)O","InChI=1S/C20H34O7/c21-17(11-6-2-1-5-9-16-20(25,26)27)12-7-3-4-8-13-18(22)14-10-15-19(23)24/h2-4,6,8,13,17-18,21-22,25-27H,1,5,7,9-12,14-16H2,(H,23,24)/b4-3+,6-2-,13-8-/t17-,18-/m0/s1","LSVHZFZMMXHHBS-MNBASXMYSA-N","(5R,6Z,8E,12R,14Z)-5,12,20,20,20-pentahydroxyicosa-6,8,14-trienoic acid",386.23045342,386.23045342
"Acetyl tributyl citrate",6505,"C20H34O8",402.5,"CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C","CCCCOC(=O)CC(CC(=O)OCCCC)(C(=O)OCCCC)OC(=O)C","InChI=1S/C20H34O8/c1-5-8-11-25-17(22)14-20(28-16(4)21,19(24)27-13-10-7-3)15-18(23)26-12-9-6-2/h5-15H2,1-4H3","QZCLKYGREBVARF-UHFFFAOYSA-N","tributyl 2-acetyloxypropane-1,2,3-tricarboxylate",402.22536804,402.22536804
"13,14-Dihydro PGF2a",6434009,"C20H36O5",356.5,"CCCCCC(CCC1C(CC(C1CC=CCCCC(=O)O)O)O)O","CCCCCC(CCC1C(CC(C1C/C=C/CCCC(=O)O)O)O)O","InChI=1S/C20H36O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,15-19,21-23H,2-3,5-6,8-14H2,1H3,(H,24,25)/b7-4+","LLQBSJQTCKVWTD-QPJJXVBHSA-N","(E)-7-[3,5-dihydroxy-2-(3-hydroxyoctyl)cyclopentyl]hept-5-enoic acid",356.25627424,356.25627424
"Gossypetin 8-glucuronide 3-sulfate",73829986,"C21H18O17S",574.4,"C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)OS(=O)(=O)O)O)O","C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)OS(=O)(=O)O)O)O","InChI=1S/C21H18O17S/c22-6-2-1-5(3-7(6)23)15-18(38-39(32,33)34)11(26)10-8(24)4-9(25)16(17(10)35-15)36-21-14(29)12(27)13(28)19(37-21)20(30)31/h1-4,12-14,19,21-25,27-29H,(H,30,31)(H,32,33,34)","HUZYIABAGFALTN-UHFFFAOYSA-N","6-[2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-4-oxo-3-sulfooxychromen-8-yl]oxy-3,4,5-trihydroxyoxane-2-carboxylic acid",574.02647028,574.02647028
"Naringenin-4'-O-.beta.-D-glucuronide",71684693,"C21H20O11",448.4,"C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)C(=O)O)O)O)O","C1[C@H](OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)OC4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O","InChI=1S/C21H20O11/c22-9-5-11(23)15-12(24)7-13(31-14(15)6-9)8-1-3-10(4-2-8)30-21-18(27)16(25)17(26)19(32-21)20(28)29/h1-6,13,16-19,21-23,25-27H,7H2,(H,28,29)/t13-,16-,17-,18+,19-,21?/m0/s1","DFIUUCDSSKATFP-BQWZWCMPSA-N","(2S,3S,4S,5R)-6-[4-[(2S)-5,7-dihydroxy-4-oxo-2,3-dihydrochromen-2-yl]phenoxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",448.10056145,448.10056145
"5-Hydroxyflavone",68112,"C15H10O3",238.24,"C1=CC=C(C=C1)C2=CC(=O)C3=C(C=CC=C3O2)O","C1=CC=C(C=C1)C2=CC(=O)C3=C(C=CC=C3O2)O","InChI=1S/C15H10O3/c16-11-7-4-8-13-15(11)12(17)9-14(18-13)10-5-2-1-3-6-10/h1-9,16H","IYBLVRRCNVHZQJ-UHFFFAOYSA-N","5-hydroxy-2-phenylchromen-4-one",238.062994177,238.062994177
"Liquiritin",503737,"C21H22O9",418.4,"C1C(OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)OC4C(C(C(C(O4)CO)O)O)O","C1[C@H](OC2=C(C1=O)C=CC(=C2)O)C3=CC=C(C=C3)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O","InChI=1S/C21H22O9/c22-9-17-18(25)19(26)20(27)21(30-17)28-12-4-1-10(2-5-12)15-8-14(24)13-6-3-11(23)7-16(13)29-15/h1-7,15,17-23,25-27H,8-9H2/t15-,17+,18+,19-,20+,21+/m0/s1","DEMKZLAVQYISIA-ZRWXNEIDSA-N","(2S)-7-hydroxy-2-[4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]-2,3-dihydrochromen-4-one",418.12638228,418.12638228
"Tolmetin glucuronide",155656,"C21H23NO9",433.4,"CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)OC3C(C(C(C(O3)C(=O)O)O)O)O","CC1=CC=C(C=C1)C(=O)C2=CC=C(N2C)CC(=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)C(=O)O)O)O)O","InChI=1S/C21H23NO9/c1-10-3-5-11(6-4-10)15(24)13-8-7-12(22(13)2)9-14(23)30-21-18(27)16(25)17(26)19(31-21)20(28)29/h3-8,16-19,21,25-27H,9H2,1-2H3,(H,28,29)/t16-,17-,18+,19-,21+/m0/s1","MEFIGCPEYJZFFC-ZFORQUDYSA-N","(2S,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[2-[1-methyl-5-(4-methylbenzoyl)pyrrol-2-yl]acetyl]oxyoxane-2-carboxylic acid",433.13728131,433.13728131
"N-Desmethyldiltiazem",107891,"C21H24N2O4S",400.5,"CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCNC)C3=CC=C(C=C3)OC","CC(=O)O[C@@H]1[C@@H](SC2=CC=CC=C2N(C1=O)CCNC)C3=CC=C(C=C3)OC","InChI=1S/C21H24N2O4S/c1-14(24)27-19-20(15-8-10-16(26-3)11-9-15)28-18-7-5-4-6-17(18)23(21(19)25)13-12-22-2/h4-11,19-20,22H,12-13H2,1-3H3/t19-,20+/m1/s1","YOMLDISQSWWYOT-UXHICEINSA-N","[(2S,3S)-2-(4-methoxyphenyl)-5-[2-(methylamino)ethyl]-4-oxo-2,3-dihydro-1,5-benzothiazepin-3-yl] acetate",400.14567842,400.14567842
"beta-Nicotinamide adenine dinucleotide",5892,"C21H27N7O14P2",663.4,"C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N","C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N","InChI=1S/C21H27N7O14P2/c22-17-12-19(25-7-24-17)28(8-26-12)21-16(32)14(30)11(41-21)6-39-44(36,37)42-43(34,35)38-5-10-13(29)15(31)20(40-10)27-3-1-2-9(4-27)18(23)33/h1-4,7-8,10-11,13-16,20-21,29-32H,5-6H2,(H5-,22,23,24,25,33,34,35,36,37)/t10-,11-,13-,14-,15-,16-,20-,21-/m1/s1","BAWFJGJZGIEFAR-NNYOXOHSSA-N","[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] [(2R,3S,4R,5R)-5-(3-carbamoylpyridin-1-ium-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate",663.10912256,663.10912256
"O-Methyl-4-[(2',3',4'-tri-O-acetyl-alpha-L-rhamnosyloxy)benzyl]thiocarbamate",10367398,"C21H27NO9S",469.5,"CC1C(C(C(C(O1)OC2=CC=C(C=C2)CNC(=S)OC)OC(=O)C)OC(=O)C)OC(=O)C","C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=CC=C(C=C2)CNC(=S)OC)OC(=O)C)OC(=O)C)OC(=O)C","InChI=1S/C21H27NO9S/c1-11-17(28-12(2)23)18(29-13(3)24)19(30-14(4)25)20(27-11)31-16-8-6-15(7-9-16)10-22-21(32)26-5/h6-9,11,17-20H,10H2,1-5H3,(H,22,32)/t11-,17-,18+,19+,20-/m0/s1","IIJDSGYHWDZVCW-FXCHBBSNSA-N","[(2S,3S,4R,5R,6S)-4,5-diacetyloxy-6-[4-[(methoxycarbothioylamino)methyl]phenoxy]-2-methyloxan-3-yl] acetate",469.14065261,469.14065261
"Arg Asp Trp",145453771,"C21H29N7O6",475.5,"C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCCN=C(N)N)N","C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN=C(N)N)N","InChI=1S/C21H29N7O6/c22-13(5-3-7-25-21(23)24)18(31)27-15(9-17(29)30)19(32)28-16(20(33)34)8-11-10-26-14-6-2-1-4-12(11)14/h1-2,4,6,10,13,15-16,26H,3,5,7-9,22H2,(H,27,31)(H,28,32)(H,29,30)(H,33,34)(H4,23,24,25)/t13-,15-,16-/m0/s1","ASQYTJJWAMDISW-BPUTZDHNSA-N","(3S)-3-[[(2S)-2-amino-5-(diaminomethylideneamino)pentanoyl]amino]-4-[[(1S)-1-carboxy-2-(1H-indol-3-yl)ethyl]amino]-4-oxobutanoic acid",475.21793167,475.21793167
"Cortodoxone",440707,"C21H30O4",346.5,"CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C","InChI=1S/C21H30O4/c1-19-8-5-14(23)11-13(19)3-4-15-16(19)6-9-20(2)17(15)7-10-21(20,25)18(24)12-22/h11,15-17,22,25H,3-10,12H2,1-2H3/t15-,16+,17+,19+,20+,21+/m1/s1","WHBHBVVOGNECLV-OBQKJFGGSA-N","(8R,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",346.21440943,346.21440943
"Hydrocortisone",5754,"C21H30O5",362.5,"CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O","C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O","InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1","JYGXADMDTFJGBT-VWUMJDOOSA-N","(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",362.20932405,362.20932405
"(R)-Humulone",549481,"C21H30O5",362.5,"CC(C)CC(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)O)O)CC=C(C)C)O","CC(C)CC(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)O)O)CC=C(C)C)O","InChI=1S/C21H30O5/c1-12(2)7-8-15-18(23)17(16(22)11-14(5)6)20(25)21(26,19(15)24)10-9-13(3)4/h7,9,14,23-24,26H,8,10-11H2,1-6H3","VMSLCPKYRPDHLN-UHFFFAOYSA-N","3,5,6-trihydroxy-2-(3-methylbutanoyl)-4,6-bis(3-methylbut-2-enyl)cyclohexa-2,4-dien-1-one",362.20932405,362.20932405
"6-beta-Hydroxycortisol",6852390,"C21H30O6",378.5,"CC12CCC(=O)C=C1C(CC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O)O","C[C@]12CCC(=O)C=C1[C@@H](C[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)O","InChI=1S/C21H30O6/c1-19-5-3-11(23)7-14(19)15(24)8-12-13-4-6-21(27,17(26)10-22)20(13,2)9-16(25)18(12)19/h7,12-13,15-16,18,22,24-25,27H,3-6,8-10H2,1-2H3/t12-,13-,15+,16-,18+,19-,20-,21-/m0/s1","GNFTWPCIRXSCQF-UJXAPRPESA-N","(6R,8S,9S,10R,11S,13S,14S,17R)-6,11,17-trihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one",378.20423867,378.20423867
"11-Dihydro-12-norneoquassin",494573,"C21H30O6",378.5,"CC1C=C(C(=O)C2(C1CC3C4(C2C(C(=O)C(C4CC(O3)O)C)O)C)C)OC","CC1C=C(C(=O)C2(C1CC3C4(C2C(C(=O)C(C4CC(O3)O)C)O)C)C)OC","InChI=1S/C21H30O6/c1-9-6-13(26-5)19(25)21(4)11(9)7-14-20(3)12(8-15(22)27-14)10(2)16(23)17(24)18(20)21/h6,9-12,14-15,17-18,22,24H,7-8H2,1-5H3","ZXEXAUWPQPJYJZ-UHFFFAOYSA-N","11,16-dihydroxy-4-methoxy-2,6,14,17-tetramethyl-10-oxatetracyclo[7.7.1.02,7.013,17]heptadec-4-ene-3,15-dione",378.20423867,378.20423867
"Cynaroside A",14138147,"C21H32O10",444.5,"CC1C(CC2C1C3C(CCC2=C)C(C(=O)O3)(CO)O)OC4C(C(C(C(O4)CO)O)O)O","CC1C(CC2C1C3C(CCC2=C)C(C(=O)O3)(CO)O)OC4C(C(C(C(O4)CO)O)O)O","InChI=1S/C21H32O10/c1-8-3-4-11-18(31-20(27)21(11,28)7-23)14-9(2)12(5-10(8)14)29-19-17(26)16(25)15(24)13(6-22)30-19/h9-19,22-26,28H,1,3-7H2,2H3","MVSPYXAIGOWGGA-UHFFFAOYSA-N","3-hydroxy-3-(hydroxymethyl)-9-methyl-6-methylidene-8-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4,5,6a,7,8,9,9a,9b-octahydro-3aH-azuleno[4,5-b]furan-2-one",444.19954721,444.19954721
"Apiosylrhododendrin",132531945,"C21H32O11",460.5,"CC(CCC1=CC=C(C=C1)O)OC2C(C(C(C(O2)COC3C(C(CO3)(CO)O)O)O)O)O","CC(CCC1=CC=C(C=C1)O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@](CO3)(CO)O)O)O)O)O","InChI=1S/C21H32O11/c1-11(2-3-12-4-6-13(23)7-5-12)31-19-17(26)16(25)15(24)14(32-19)8-29-20-18(27)21(28,9-22)10-30-20/h4-7,11,14-20,22-28H,2-3,8-10H2,1H3/t11?,14-,15-,16+,17-,18+,19-,20-,21-/m1/s1","QJVVGCSWIOLQDG-GESFCUFHSA-N","(2R,3S,4S,5R,6R)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[4-(4-hydroxyphenyl)butan-2-yloxy]oxane-3,4,5-triol",460.19446183,460.19446183
"Tetrahydrocortisone",5866,"C21H32O5",364.5,"CC12CCC(CC1CCC3C2C(=O)CC4(C3CCC4(C(=O)CO)O)C)O","C[C@]12CC[C@H](C[C@H]1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O","InChI=1S/C21H32O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h12-15,18,22-23,26H,3-11H2,1-2H3/t12-,13-,14+,15+,18-,19+,20+,21+/m1/s1","SYGWGHVTLUBCEM-ZIZPXRJBSA-N","(3R,5R,8S,9S,10S,13S,14S,17R)-3,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,3,4,5,6,7,8,9,12,14,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-11-one",364.22497412,364.22497412
"[6]-Gingerdiol 3,5-diacetate",5317587,"C21H32O6",380.5,"CCCCCC(CC(CCC1=CC(=C(C=C1)O)OC)OC(=O)C)OC(=O)C","CCCCCC(CC(CCC1=CC(=C(C=C1)O)OC)OC(=O)C)OC(=O)C","InChI=1S/C21H32O6/c1-5-6-7-8-18(26-15(2)22)14-19(27-16(3)23)11-9-17-10-12-20(24)21(13-17)25-4/h10,12-13,18-19,24H,5-9,11,14H2,1-4H3","PXBFKEHWQRAQQD-UHFFFAOYSA-N","[3-acetyloxy-1-(4-hydroxy-3-methoxyphenyl)decan-5-yl] acetate",380.21988874,380.21988874
"Tyr-Leu-Lys",25134827,"C21H34N4O5",422.5,"CC(C)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N","CC(C)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)N","InChI=1S/C21H34N4O5/c1-13(2)11-18(20(28)24-17(21(29)30)5-3-4-10-22)25-19(27)16(23)12-14-6-8-15(26)9-7-14/h6-9,13,16-18,26H,3-5,10-12,22-23H2,1-2H3,(H,24,28)(H,25,27)(H,29,30)/t16-,17-,18-/m0/s1","PRONOHBTMLNXCZ-BZSNNMDCSA-N","(2S)-6-amino-2-[[(2S)-2-[[(2S)-2-amino-3-(4-hydroxyphenyl)propanoyl]amino]-4-methylpentanoyl]amino]hexanoic acid",422.2529202,422.2529202
"3b-Allotetrahydrocortisol",12444612,"C21H34O5",366.5,"CC12CCC(CC1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O)O","C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)O","InChI=1S/C21H34O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h12-16,18,22-24,26H,3-11H2,1-2H3/t12-,13-,14-,15-,16-,18+,19-,20-,21-/m0/s1","AODPIQQILQLWGS-VSJLKEFSSA-N","2-hydroxy-1-[(3S,5S,8S,9S,10S,11S,13S,14S,17R)-3,11,17-trihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,14,15,16-tetradecahydrocyclopenta[a]phenanthren-17-yl]ethanone",366.24062418,366.24062418
"(4R,5S,7R,11S)-11,12-Dihydroxy-1(10)-spirovetiven-2-one 11-glucoside",131751382,"C21H34O8",414.5,"CC1CC(=O)C=C(C12CCC(C2)C(C)(CO)OC3C(C(C(C(O3)CO)O)O)O)C","CC1CC(=O)C=C(C12CCC(C2)C(C)(CO)OC3C(C(C(C(O3)CO)O)O)O)C","InChI=1S/C21H34O8/c1-11-6-14(24)7-12(2)21(11)5-4-13(8-21)20(3,10-23)29-19-18(27)17(26)16(25)15(9-22)28-19/h6,12-13,15-19,22-23,25-27H,4-5,7-10H2,1-3H3","UQEPDFZSKJICHS-UHFFFAOYSA-N","3-[1-hydroxy-2-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropan-2-yl]-6,10-dimethylspiro[4.5]dec-9-en-8-one",414.22536804,414.22536804
"(4R,5S,7R,11x)-11,12-Dihydroxy-1(10)-spirovetiven-2-one 12-glucoside",131751091,"C21H34O8",414.5,"CC1CC(=O)C=C(C12CCC(C2)C(C)(COC3C(C(C(C(O3)CO)O)O)O)O)C","CC1CC(=O)C=C(C12CCC(C2)C(C)(COC3C(C(C(C(O3)CO)O)O)O)O)C","InChI=1S/C21H34O8/c1-11-6-14(23)7-12(2)21(11)5-4-13(8-21)20(3,27)10-28-19-18(26)17(25)16(24)15(9-22)29-19/h6,12-13,15-19,22,24-27H,4-5,7-10H2,1-3H3","FSQYQQPZIHCQMQ-UHFFFAOYSA-N","3-[2-hydroxy-1-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxypropan-2-yl]-6,10-dimethylspiro[4.5]dec-9-en-8-one",414.22536804,414.22536804
"Glucosyl (2E,6E,10x)-10,11-dihydroxy-2,6-farnesadienoate",131752240,"C21H36O9",432.5,"CC(=CCCC(=CC(=O)OC1C(C(C(C(O1)CO)O)O)O)C)CCC(C(C)(C)O)O","C/C(=C\CC/C(=C/C(=O)OC1C(C(C(C(O1)CO)O)O)O)/C)/CCC(C(C)(C)O)O","InChI=1S/C21H36O9/c1-12(8-9-15(23)21(3,4)28)6-5-7-13(2)10-16(24)30-20-19(27)18(26)17(25)14(11-22)29-20/h6,10,14-15,17-20,22-23,25-28H,5,7-9,11H2,1-4H3/b12-6+,13-10+","MSRVZJWXQUEINS-WAAHFECUSA-N","[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (2E,6E)-10,11-dihydroxy-3,7,11-trimethyldodeca-2,6-dienoate",432.23593272,432.23593272
"Mollicellin C",50200,"C22H20O8",412.4,"CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3O)OC)C(=O)C=C(C)C)C)C=O)O","CC1=CC(=C(C2=C1C(=O)OC3=C(O2)C(=C(C(=C3O)OC)C(=O)C=C(C)C)C)C=O)O","InChI=1S/C22H20O8/c1-9(2)6-14(25)16-11(4)18-21(17(26)20(16)28-5)30-22(27)15-10(3)7-13(24)12(8-23)19(15)29-18/h6-8,24,26H,1-5H3","RPSLZGPKLQLZGH-UHFFFAOYSA-N","4,9-dihydroxy-3-methoxy-1,7-dimethyl-2-(3-methylbut-2-enoyl)-6-oxobenzo[b][1,4]benzodioxepine-10-carbaldehyde",412.11581759,412.11581759
"Agnuside",442416,"C22H26O11",466.4,"C1=COC(C2C1C(C=C2COC(=O)C3=CC=C(C=C3)O)O)OC4C(C(C(C(O4)CO)O)O)O","C1=CO[C@H]([C@H]2[C@@H]1[C@@H](C=C2COC(=O)C3=CC=C(C=C3)O)O)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O","InChI=1S/C22H26O11/c23-8-15-17(26)18(27)19(28)22(32-15)33-21-16-11(7-14(25)13(16)5-6-30-21)9-31-20(29)10-1-3-12(24)4-2-10/h1-7,13-19,21-28H,8-9H2/t13-,14+,15+,16+,17+,18-,19+,21-,22-/m0/s1","GLACGTLACKLUJX-QNAXTHAFSA-N","[(1S,4aR,5S,7aS)-5-hydroxy-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1,4a,5,7a-tetrahydrocyclopenta[c]pyran-7-yl]methyl 4-hydroxybenzoate",466.14751164,466.14751164
